EP0102-BLES00485_00-AVRESIDENT000006;4;Resident Evil® 5 Barry (EU);;c19d60a999a0820431cd0336e16267ef;http://zeus.dl.playstation.net/cdn/EP0102/BLES00485_00/BDMlTdyDVbIMGSeQuaazkDhMFWkoyoUEJnCCuHlrMMPCXHNNVeJEIbFqUXZCSmWd.pkg;102400;;;EU
EP0102-BLES00485_00-AVRESIDENT000007;4;Resident Evil® 5 Jill BSAA (EU);;8404983b2931289dcb91f8c4bf670aa2;http://zeus.dl.playstation.net/cdn/EP0102/BLES00485_00/byeRngYBrBEaHgeTtHbvywEvdRhKsUzUtACoKejwXcexFcGUZJbdawLRrADyTUEc.pkg;102400;;;EU
EP0102-BLES00485_00-AVRESIDENT000017;4;Resident Evil® 5 Wesker (EU);;3dd22d31281bfda3ea6353a70be13653;http://zeus.dl.playstation.net/cdn/EP0102/BLES00485_00/idnuZSykscvFozSbCkeADHoKjIuOoZMPxRoYegzBqhhWTzfaXldwehiyBZoDKViU.pkg;102400;;;EU
EP0102-NPEB00342_00-AVRESIDENT000002;4;Resident Evil 4 Ada 2 Avatar (EU);;20a2b909ba9be337b339fceb660f3604;http://zeus.dl.playstation.net/cdn/EP0102/NPEB00342_00/AmivGURqrFjbdLzyAKqCeWLFLARygZJIysAxAPhYiKPYQzIscvAelHNfjpEpPzGF.pkg;102400;;;EU
EP0102-NPEB00342_00-AVRESIDENT000007;4;Resident Evil 4 Leon Avatar (EU);;1a373cabbb60330243dbc4f53a1e019f;http://zeus.dl.playstation.net/cdn/EP0102/NPEB00342_00/cHphTfXaAimJJCyTjaikjLHvPKpptzfWQMTOWqzezAUnVeXPSCvnLFGUrGCgLOxP.pkg;102400;;;EU
EP0177-NPEB00831_00-AVHELLYEAH000002;4;Bomber Bee (EU);;8e4889c496eb0e497b88485f0aec59c2;http://zeus.dl.playstation.net/cdn/EP0177/NPEB00831_00/dQpfZGSLONCvNRHNSfFNnocVCPjdzMBTgJAXgvvZiUeSKNxXgdqLTPKNlFvJKRRh.pkg;109728;;;EU
EP0177-NPEB00831_00-AVHELLYEAH000007;4;Pogorilla (EU);;d5e2f6309e776d36284dcdb17691c1ac;http://zeus.dl.playstation.net/cdn/EP0177/NPEB00831_00/EytmEZHTuIAsoFesMiCHSjMGluTmoMAgSZEEHTbsklKSmLepRFdoVvKBrdyuKCNZ.pkg;103536;;;EU
EP0177-NPEB00831_00-AVHELLYEAH000009;4;Ash 1 (EU);;90b5232ed3760a49d04c0f4779bc7d54;http://zeus.dl.playstation.net/cdn/EP0177/NPEB00831_00/TYdeJAOnZkbEvQYbazNJmmTitBKQcQMqmxgZuTkAVyPAWnhnSRqOKWTYotJelZor.pkg;129184;;;EU
EP0177-NPEB00831_00-AVHELLYEAH000013;4;Mickey Coral 2 (EU);;1f0d912522cd93930584256158707572;http://zeus.dl.playstation.net/cdn/EP0177/NPEB00831_00/aWpMiCdMVCPFakCYYhYaxxagHmowHkGaCEdYIYVAKpGFlzsOuNHJaMwnoiqiZisW.pkg;102400;;;EU
EP0177-NPEB00913_00-AVVIRTUAFI000005;4;Dural (EU);;f9a0309dd18071d2a9b51139ec3f401a;http://zeus.dl.playstation.net/cdn/EP0177/NPEB00913_00/zJNtRHDOiClzbucflpsbKTYtazQWopJvyaZKlQlKrpDzchqwbrQbhjdyhjNZhOVi.pkg;102400;;;EU
